Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2018-06-28,242.49754333496094,243.2673920698012,240.34906981108665,241.0652367587033,76650500
2018-06-29,242.84674072265625,244.97729377225738,242.73036184396594,243.59869580151803,97592500
2018-07-02,243.36590576171875,243.52706043644355,241.02051652041106,241.2622348730073,63554800
2018-07-03,242.50653076171875,244.3685379221022,242.0768578162316,244.27005299277357,42187100
2018-07-05,244.48495483398438,244.54762459495132,242.56030473377405,243.6435026510973,56925900
2018-07-06,246.5527801513672,246.9287439487194,244.12680012430206,244.51175186594497,66493700
2018-07-09,248.7728729248047,248.826582048042,247.51961451762622,247.5643630139959,50550400
2018-07-10,249.66806030273438,249.7665452408913,248.9339991964164,249.22942669190292,51966800
2018-07-11,247.8418426513672,248.8981857059338,247.53748187936714,248.10145493180133,77054700
2018-07-12,250.08871459960938,250.1424237042737,248.50424137406148,249.11296277290728,60124700
2018-07-13,250.28567504882812,250.59003577009028,249.45315654781896,249.90971128920063,48216000
2018-07-16,250.0619354248047,250.47371445768107,249.61434120503117,250.33050834805871,48201000
2018-07-17,251.07351684570312,251.46740196676328,249.22943074209627,249.2831398659695,52315500
2018-07-18,251.6016845703125,251.70910282224034,250.70649604559952,251.154090307956,44593500
2018-07-19,250.65272521972656,251.31515582287682,250.1693158860601,250.93023140855865,61412100
2018-07-20,250.36627197265625,251.08243904633633,250.2051446256959,250.4468356461364,82337700
2018-07-23,250.83177185058594,251.03764767483452,249.81124407847463,250.16038062755865,47047600
2018-07-24,252.09396362304688,252.94440343419848,251.21669657467876,252.25511827919797,68026900
2018-07-25,254.24237060546875,254.56462519515742,251.79849735777648,251.8432458333538,78882900
2018-07-26,253.6427001953125,254.3319854888563,253.4189030757092,253.51738801420652,57919500
2018-07-27,251.92391967773438,254.0723662727035,250.9929161362882,253.97388134747348,76768700
2018-07-30,250.60801696777344,252.1656361253591,250.07983174270046,252.0045087612606,63742500
2018-07-31,251.84335327148438,252.46103548420018,250.9929406399218,251.3778651148075,68570500
2018-08-01,251.4225616455078,252.55946822010227,250.76909169971051,252.049204355236,53853300
2018-08-02,252.7922821044922,252.96234277827372,249.90081354646614,250.10671672691458,63426400
2018-08-03,253.8754425048828,253.92915162480307,252.7385357222777,252.91758433466703,53935400
2018-08-06,254.8064727783203,255.119766904311,253.51739912737884,253.9112842606657,39400900
2018-08-07,255.64781188964844,256.0327635445723,255.34345120641044,255.47775127990457,43196600
2018-08-08,255.5404510498047,255.943296722771,255.07496295664905,255.47780862961537,42114600
2018-08-09,255.19137573242188,255.99703986647233,255.05710292991066,255.60315476645064,35717000
2018-08-10,253.4815216064453,254.28718561042518,252.76535457703523,253.74113386204263,77076000
2018-08-13,252.53260803222656,254.3766936215789,252.23718061432405,253.75901155030314,65732900
2018-08-14,254.1439971923828,254.38571555965024,252.87284488350477,253.26672998966004,43842000
2018-08-15,252.24624633789062,252.92659842600742,250.79604515552663,252.78336496961504,102925400
2018-08-16,254.2871856689453,255.16448003555752,253.66054293293965,253.6963581141631,69967900
2018-08-17,255.18240356445312,255.62999776523537,253.66953298029057,254.0813119956953,65618500
2018-08-20,255.72845458984375,255.99700015320624,255.18237551903476,255.63893029572995,39807500
2018-08-21,256.3282470703125,257.1965809242582,255.7642739987109,256.2476833913669,67272000
2018-08-22,256.17608642578125,256.70424432407384,255.64790120850563,255.91647413035503,44993300
2018-08-23,255.8358917236328,256.8653528845802,255.51360970479948,255.997019073559,49204900
2018-08-24,257.3756408691406,257.5188742999014,256.3640735461935,256.4177826678558,57487400
2018-08-27,259.4076843261719,259.51510255935284,258.4229716570447,258.58409900681613,57072400
2018-08-28,259.5329284667969,259.98052248660656,259.06741320205344,259.8730769739167,46943500
2018-08-29,260.9294738769531,261.1622042387445,259.506127876285,259.7478188624064,61485500
2018-08-30,259.8731384277344,260.8220357886049,259.27337759798394,260.44607202168197,61229500
2018-08-31,259.88214111328125,260.32973531137776,258.9690587839978,259.4614014743113,66140800
2018-09-04,259.4345703125,259.7926402394737,258.4230029625358,259.4614248740484,57594400
2018-09-05,258.7363586425781,259.2824378916603,257.71585784966874,259.0765346798772,72452400
2018-09-06,257.9573974609375,259.14798557337355,256.9189760217368,258.84362490793103,65909900
2018-09-07,257.4562072753906,258.44092004792435,256.6594764306639,256.90119479968536,73524800
2018-09-10,257.90380859375,258.74528795713115,257.7068660338313,258.4767150196141,50210900
2018-09-11,258.754150390625,259.2017445115698,256.90113149233594,257.2502407008048,50530500
2018-09-12,258.81689453125,259.42561615418157,258.02019097279236,258.763185406814,59810800
2018-09-13,260.3475341796875,260.5355433439042,259.6045401025004,259.89100684123565,51034200
2018-09-14,260.3923645019531,260.74147371622735,259.6045944649541,260.55349183161815,55079900
2018-09-17,259.0137939453125,260.37447040266125,258.7362877422939,260.33868253832236,68244000
2018-09-18,260.4193115234375,261.0190725698057,259.20184085606945,259.22869542054883,61930400
2018-09-19,260.6968078613281,261.1175475681293,260.3476712174142,260.47301072619956,49080600
2018-09-20,262.8094482421875,263.131730333116,260.71471026760696,261.96799612023364,100360600
2018-09-21,262.5693054199219,263.6753814538291,262.40744866646736,263.55847576211727,105479700
2018-09-24,261.6969909667969,262.12863633651466,261.11249006212273,261.98475454660877,53409600
2018-09-25,261.45416259765625,262.26347351957656,261.2113775538724,262.15556905567263,44370000
2018-09-26,260.6719970703125,262.7941927522712,260.2493526837992,261.59821424382136,79739700
2018-09-27,261.4002990722656,262.49737389865084,260.86975031626827,261.14851275683213,59249500
2018-09-28,261.42724609375,261.93081866855624,260.7348406640532,260.7707905317914,70091400
2018-10-01,262.3354187011719,263.41449074409303,261.6609883833562,262.67710701038095,62078900
2018-10-02,262.18255615234375,262.9019375702595,261.80489051286264,262.18255615234375,47258200
2018-10-03,262.3264465332031,263.66630613116416,261.9667558124413,263.2436619875422,64694600
2018-10-04,260.2762756347656,261.8948981989939,258.6756280083077,261.84094594302985,111545900
2018-10-05,258.8194274902344,261.02255042154445,257.38063708944645,260.5010029656141,105951700
2018-10-08,258.8194274902344,259.17911822977027,256.7331827812241,258.1269946879173,87742200
2018-10-09,258.4416809082031,259.75456418508276,257.87515507538393,258.4327071653562,74339000
2018-10-10,250.25872802734375,258.00120633930584,249.88106222246017,257.9292517004158,214731000
2018-10-11,244.7464141845703,250.7982880354569,243.11876286605323,249.16166296871174,274840500
2018-10-12,248.14547729492188,249.1705974027206,244.9261802839228,248.88283379810605,183186500
2018-10-15,246.7516632080078,249.12567202683164,246.66173364196436,247.7857846108808,102263700
2018-10-16,252.1470947265625,252.5247879072138,248.25339444779266,248.72999093608527,118255800
2018-10-17,252.1920166015625,252.82146850444576,249.59319830784293,252.18301541465289,110626000
2018-10-18,248.55014038085938,251.8503660422414,247.26423268130225,251.2478626587471,134557500
2018-10-19,248.41526794433594,251.15794137353876,247.71386122666974,249.2066042294262,139901600
2018-10-22,247.3002166748047,249.41341056210402,246.76066671612475,249.08969705248657,82415800
2018-10-23,246.04122924804688,247.17428128633625,241.54502584867336,243.64927318911015,146352700
2018-10-24,238.5865478515625,246.17614151493515,238.02902301132747,245.78944715956246,177806700
2018-10-25,242.86691284179688,244.42260911075934,239.40485814851903,240.43897945077012,138061500
2018-10-26,238.59548950195312,243.6941956329485,235.86181791481152,239.12606559031215,201574600
2018-10-29,237.27365112304688,243.01981268803138,233.66771437654089,241.7159026234686,160749100
2018-10-30,240.78970336914062,241.10444314320324,236.60823906417096,237.10283797845563,157116000
2018-10-31,243.36148071289062,245.69951169171023,242.90285923891815,243.3794556450024,128296300
2018-11-01,245.95130920410156,246.1491432369576,243.13668169045903,244.23375633763433,99495000
2018-11-02,244.49453735351562,247.49799763303676,242.42626752952486,247.06635227019163,122634100
2018-11-05,245.8434600830078,246.40098499861216,244.00900113275162,244.98917032996766,65622500
2018-11-06,247.3991241455078,247.56098090303618,245.7175482427767,245.78050168492152,60085900
2018-11-07,252.6956329345703,252.7765613028659,249.16159619644208,249.5932416033331,102752100
2018-11-08,252.23707580566406,252.8845303599837,251.0860485360574,251.88635867752413,65584900
2018-11-09,249.7731170654297,251.10397579915295,248.35230132640402,250.91514292743673,98812600
2018-11-12,245.1060791015625,249.5033524807943,244.58450405337902,249.260567336562,99673600
2018-11-13,244.64744567871094,247.58795316518908,243.91906283854982,245.57366258920288,98176600
2018-11-14,242.97482299804688,246.94044992554535,241.40115193573476,246.53580811796667,125335900
2018-11-15,245.51068115234375,245.97830387033937,240.10626331381857,241.6979094418132,135101400
2018-11-16,246.149169921875,247.06638556856308,243.88306576482995,244.4046407455604,126668000
2018-11-19,241.98570251464844,245.83445200509468,241.05948559698138,245.537687175974,103061700
2018-11-20,237.50746154785156,240.09727928830213,236.63519692613937,238.6225112917373,136021300
2018-11-21,238.31675720214844,240.2321442579921,238.307783456271,239.07211608678506,75563700
2018-11-23,236.7251434326172,238.1369580917471,236.56328667291677,236.66218998962756,42807900
2018-11-26,240.54693603515625,240.77174625574986,238.60457243610904,239.00024061976612,79981400
2018-11-27,241.35626220703125,241.35626220703125,238.8923508192107,239.50382807065213,75502400
2018-11-28,246.9134979248047,246.9134979248047,241.2932435818179,242.43529682760766,127629600
2018-11-29,246.37391662597656,247.7857033233765,244.98007741618665,246.13110413305023,82346400
2018-11-30,247.87571716308594,248.44224324906887,245.8974038995506,246.221117410026,98204200
2018-12-03,251.15789794921875,252.14706813455754,249.5482769740249,252.03916364936538,103176300
2018-12-04,243.0198211669922,250.75329737536003,242.70508140498026,250.32165192094504,177986000
2018-12-06,242.65110778808594,242.76801347019546,235.99673208034778,239.1260996033515,204185400
2018-12-07,237.0128936767578,243.89208000156955,236.16760516702666,242.30940748247295,161018900
2018-12-10,237.46249389648438,238.44266294845758,232.5616211939704,236.83301444092646,151445900
2018-12-11,237.5164337158203,240.87958491477198,236.0326921540855,240.690752065043,121504400
2018-12-12,238.71240234375,241.8957217563806,238.63147398274822,240.51988473405942,97976700
2018-12-13,238.6314697265625,240.53785537654596,237.5074189949548,239.6655909111126,96662700
2018-12-14,234.2251739501953,237.42646793228946,233.6676492314525,236.46427401180506,116961100
2018-12-17,229.63014221191406,234.38712023388823,227.98452982270373,233.26306918016473,165492300
2018-12-18,229.37832641601562,231.95915663442736,227.75969036225948,231.284726088806,134515100
2018-12-19,225.94317626953125,233.26299381764147,224.2256372425517,229.45921012273766,214992800
2018-12-20,222.26528930664062,226.26690708566682,219.99919923575084,224.68424862736717,252053400
2018-12-21,217.711181640625,225.86066189628778,217.0599464161573,223.17432004572095,255345600
2018-12-24,211.95863342285156,217.83783090846563,211.89532616514583,216.20974269062066,147311600
2018-12-26,222.66781616210938,222.66781616210938,211.43402807495698,213.43296130804268,218485400
2018-12-27,224.37734985351562,224.5763254075202,216.13742671180725,219.40264356997267,186267300
2018-12-28,224.087890625,227.3892808694291,222.91204827717166,225.74311262363142,153100200
2018-12-31,226.05059814453125,226.29481480481672,223.83459590517447,225.72498053130064,144299400
2019-01-02,226.2858123779297,227.21745187825937,222.4598149057745,222.48694856291044,126925200
2019-01-03,220.88595581054688,224.82954074021956,220.39752249368166,224.52200302900997,144140700
2019-01-04,228.2847137451172,228.93594902766338,223.56326484738307,223.9431497952931,142628800
2019-01-07,230.08465576171875,231.504700879217,227.65157032320616,228.55606223037358,103139100
2019-01-08,232.2464141845703,232.73484762131613,229.74098113833648,232.29165534890072,102512600
2019-01-09,233.331787109375,234.1820117420944,231.72179255861127,232.96094210123965,95006600
2019-01-10,234.1549072265625,234.40816389742625,231.09771966926718,231.78514246285744,96823900
2019-01-11,234.2453155517578,234.27244920387173,232.48154535564822,233.06945955338426,73858100
2019-01-14,232.81617736816406,233.63021444509747,231.92073934382717,232.32774408084467,70908200
2019-01-15,235.48448181152344,235.80105951071687,233.1870645579208,233.19611831023883,85208300
2019-01-16,236.05429077148438,236.9497288617921,235.71057945519237,235.91859491291615,77636700
2019-01-17,237.8451690673828,238.71350111717996,235.13169351829328,235.1769346725185,96118400
2019-01-18,241.0109100341797,241.48126349992032,237.88137570992654,239.67227965421745,127900300
2019-01-22,237.75473022460938,239.7446234678658,236.1266558276923,239.5275542423842,115531200
2019-01-23,238.252197265625,239.50040041279598,235.76484472254953,238.79489788651242,86030300
2019-01-24,238.3788604736328,238.966802368079,237.04925610210339,238.07133649964106,59204100
2019-01-25,240.3958740234375,241.22801877883407,238.47835546875908,240.24209824368114,96883400
2019-01-28,238.5688018798828,238.6320953371983,236.78695166178997,238.2341442800167,85613700
2019-01-29,238.252197265625,239.2833036027009,237.4110264848446,238.71349693381433,66136300
2019-01-30,242.0239715576172,242.87419629623588,239.01202516440065,239.78084893054395,92473700
2019-01-31,244.1494598388672,244.63789312945528,241.7435083888797,241.96060518630694,104012100
